Rainfall,Temperature,Humidity,Soil_Moisture,Previous_Groundwater_Level,Water_Consumption,Groundwater_Recharge,Groundwater_Level
430.89,23.47,67.72,48.36,20.17,572.59,87.74,18.37
473.06,25.59,85.15,76.85,11.81,431.76,99.78,19.37
186.65,41.82,50.57,42.73,27.68,159.26,106.91,18.14
135.37,43.39,30.58,11.22,5.75,659.95,132.3,4.83
322.0,41.78,35.74,51.5,20.8,626.7,55.68,14.72
204.37,27.58,39.0,30.52,2.12,352.79,11.3,4.28
12.69,38.41,43.99,69.19,27.89,919.2,143.75,15.8
78.08,29.29,71.42,37.6,5.15,373.7,65.25,4.9
357.99,29.93,68.08,19.46,4.66,504.75,93.49,8.18
329.46,21.14,75.69,19.33,11.32,589.39,99.95,11.12
13.55,32.73,49.0,62.66,12.46,190.21,81.98,13.39
110.99,20.58,85.92,24.92,8.0,938.95,30.79,3.27
115.54,24.95,36.33,62.54,18.38,437.08,113.27,13.97
335.95,40.65,57.52,20.44,14.4,172.7,120.56,12.82
9.86,21.21,84.08,29.13,2.96,448.56,82.95,3.39
52.05,17.13,34.41,39.91,10.95,640.18,73.28,9.93
399.96,17.07,28.79,75.74,24.69,562.29,17.09,17.8
89.27,43.22,90.69,74.88,21.31,725.09,12.59,11.32
326.37,30.21,47.43,20.52,22.3,149.94,50.93,13.82
119.09,27.28,74.71,31.87,21.55,356.09,46.63,11.27
49.72,39.33,22.03,16.2,10.71,837.31,143.05,7.15
121.59,40.07,75.2,43.25,4.79,171.9,117.54,8.28
361.13,24.97,45.29,39.54,9.63,869.94,98.99,10.41
427.85,35.81,24.46,72.56,25.29,182.71,77.65,23.65
415.11,38.13,68.79,74.75,29.45,851.01,25.11,19.39
198.59,34.64,39.26,33.77,15.83,424.71,146.77,14.61
334.04,19.55,50.94,41.88,2.27,650.99,56.26,8.77
102.49,41.28,26.45,72.22,5.92,237.6,16.04,7.57
146.57,31.17,31.77,65.5,11.02,159.55,74.07,14.48
448.17,23.47,43.84,5.27,18.2,294.34,131.1,16.46
6.5,27.76,27.18,29.0,4.1,215.07,133.09,7.62
42.75,16.13,92.87,36.63,28.41,381.17,1.64,9.51
103.94,18.84,20.48,22.23,12.22,562.94,132.94,8.75
13.27,37.97,58.71,19.97,27.55,629.88,40.72,7.21
90.72,15.0,29.86,7.83,23.85,810.88,5.85,8.11
291.52,27.5,44.61,53.25,23.15,690.62,127.17,14.62
210.71,30.68,94.08,24.69,18.99,647.88,129.58,12.36
446.34,16.64,32.94,8.93,19.55,470.6,89.43,11.52
408.72,44.19,97.27,22.32,19.86,526.43,86.17,13.0
170.91,21.78,36.46,65.14,19.6,473.07,121.97,15.94
129.71,24.13,79.33,68.86,17.5,857.95,117.95,15.32
189.85,24.12,63.73,41.23,29.62,307.0,133.52,19.9
295.15,21.91,90.76,36.21,22.5,105.15,82.91,16.0
134.03,15.04,64.32,78.34,23.75,686.19,145.15,20.18
312.07,36.88,62.76,20.04,26.43,282.22,149.42,18.56
204.71,44.01,35.64,21.15,8.04,901.1,17.48,2.52
276.02,21.73,33.3,26.89,4.35,873.14,127.43,6.89
218.06,34.89,93.32,17.96,15.52,169.05,74.97,9.53
147.23,37.26,46.23,33.45,16.39,195.75,58.13,9.31
474.23,40.45,49.77,73.31,25.22,545.65,91.96,21.33
381.8,27.68,80.79,51.15,14.43,648.3,8.39,11.32
70.06,24.09,47.11,35.9,17.98,347.42,75.97,12.51
434.23,24.76,96.16,75.08,16.76,745.12,130.63,19.85
243.72,36.38,79.03,8.63,3.07,635.42,32.02,2.0
447.28,39.5,67.79,20.77,19.23,392.34,63.96,14.43
399.93,20.45,90.47,47.44,25.19,122.83,140.92,20.99
212.61,26.13,23.97,51.17,6.41,775.14,64.28,6.53
11.23,42.06,40.57,7.97,18.64,293.28,53.76,5.23
134.34,39.2,57.2,35.23,18.62,851.03,66.08,7.83
270.82,44.55,38.16,53.69,6.6,478.26,77.92,7.99
316.74,37.63,79.51,57.36,5.46,619.37,94.8,10.93
128.94,26.8,93.54,52.86,29.44,885.65,120.1,14.7
69.68,32.72,53.9,29.04,13.02,877.26,67.82,5.92
417.47,34.83,47.37,12.01,8.37,434.37,122.62,14.26
492.2,17.35,96.92,37.03,6.8,288.0,80.06,12.31
262.85,31.33,55.59,14.66,20.69,797.63,50.77,9.29
85.84,36.28,59.12,76.07,19.06,489.77,98.69,11.19
136.15,20.02,48.13,40.64,20.02,272.84,107.66,14.15
9.2,38.42,92.76,28.79,4.46,913.98,83.71,2.55
457.15,32.51,65.52,62.47,27.02,278.29,8.49,19.78
58.88,43.57,80.97,42.35,12.9,123.23,25.48,7.23
288.26,16.27,84.94,28.25,10.77,118.25,42.79,11.85
137.03,22.96,47.35,65.9,14.95,660.08,42.39,13.52
277.09,33.05,54.7,70.04,12.92,695.51,101.01,15.94
325.71,23.9,87.88,55.48,26.18,379.94,2.75,15.26
414.87,36.43,49.06,8.52,28.02,388.01,113.35,16.13
103.21,37.77,83.51,47.47,10.5,405.54,39.8,6.61
5.5,18.08,95.28,62.25,26.19,712.14,46.5,11.2
68.44,30.42,69.86,15.24,23.88,152.32,79.19,12.18
450.01,30.27,79.33,22.15,28.06,936.2,32.39,12.96
436.95,26.08,84.41,71.19,8.88,300.27,132.67,18.07
298.71,42.99,87.6,6.51,18.15,999.71,12.81,6.73
300.26,39.83,51.6,61.45,9.69,254.37,66.66,12.35
332.52,35.92,24.1,40.53,25.07,794.39,127.41,15.99
87.69,36.43,52.15,38.51,2.15,301.07,92.38,7.23
457.21,28.85,73.9,5.53,17.81,172.76,43.85,10.9
209.39,42.63,56.03,66.45,11.5,887.44,63.11,8.93
191.57,35.84,79.92,31.99,11.04,872.88,106.0,8.2
259.46,36.87,48.56,45.56,20.06,463.21,145.99,16.72
23.48,40.85,70.78,55.8,25.84,732.16,133.97,14.46
83.14,23.22,34.91,57.7,19.06,601.36,51.36,11.75
369.02,39.21,79.95,76.7,25.89,867.66,149.73,21.25
41.4,20.86,63.66,44.85,9.41,383.55,0.53,4.5
301.58,25.36,36.33,34.98,16.55,571.31,4.14,9.24
122.67,25.07,43.35,76.53,14.62,536.84,123.58,13.89
194.65,44.36,79.89,53.16,2.33,418.52,29.92,6.24
144.35,40.7,58.61,27.36,17.59,902.31,9.12,4.46
177.84,36.04,37.28,14.48,20.52,249.29,35.57,10.65
359.52,36.81,97.38,68.19,18.57,234.56,63.92,17.15
148.56,31.86,77.21,32.16,22.62,619.22,109.58,12.4
283.2,43.41,96.57,54.54,18.0,691.74,93.65,14.46
238.03,29.89,54.17,40.31,3.87,275.16,35.64,6.11
331.84,26.42,58.01,19.92,5.26,451.65,75.49,9.07
468.41,19.89,91.84,50.13,18.7,951.91,138.93,18.59
366.29,38.59,62.0,9.55,9.7,321.96,122.25,10.61
107.47,37.03,76.58,36.0,4.23,701.52,48.48,3.89
15.59,26.53,40.17,46.0,14.03,766.13,147.34,10.98
131.13,15.76,55.74,37.7,17.52,503.32,106.29,13.96
297.54,40.17,29.88,61.15,11.2,943.77,9.37,9.03
25.71,15.34,36.48,67.09,22.17,762.99,5.27,10.49
248.18,36.11,20.08,62.84,20.03,512.13,25.26,11.56
298.42,44.11,23.14,7.91,11.32,612.4,109.18,11.72
167.12,28.13,98.18,19.56,23.14,723.35,27.56,7.29
385.46,22.05,39.39,45.25,20.16,632.97,76.72,17.03
53.3,36.15,73.06,75.11,19.85,890.83,13.99,9.46
37.57,39.51,87.13,67.62,17.5,421.2,138.13,12.55
364.09,31.39,64.05,68.19,2.32,369.9,51.59,10.59
247.75,44.01,32.25,27.74,21.5,292.46,136.22,15.45
344.2,16.55,78.25,37.21,12.53,134.0,141.73,18.4
217.41,30.14,68.02,40.3,28.39,138.71,0.92,13.54
123.2,36.55,78.5,16.8,24.9,883.05,69.62,9.02
409.55,40.88,81.58,7.33,18.46,710.55,3.7,5.65
399.71,20.38,98.03,76.02,9.06,694.48,136.3,18.99
347.35,39.0,65.89,23.05,7.7,653.18,77.76,7.01
136.07,31.58,47.33,23.0,11.53,864.3,11.24,3.72
295.12,26.9,71.88,11.25,15.34,532.24,16.54,7.76
180.49,18.95,25.48,74.64,10.29,883.37,57.53,9.98
45.79,40.96,91.79,48.48,16.42,423.5,141.04,13.18
458.66,19.72,29.55,55.03,6.63,934.04,103.94,15.04
68.41,24.29,46.23,73.37,29.38,728.79,130.14,18.55
475.12,23.7,85.26,30.92,5.02,331.46,54.97,11.83
223.0,41.14,67.78,51.61,28.09,607.68,6.48,13.47
92.57,35.18,51.49,7.91,27.58,579.73,146.15,14.66
270.95,38.9,57.87,19.01,16.71,224.11,2.58,8.14
436.47,22.51,88.36,67.34,22.3,632.12,142.15,23.06
366.11,33.75,47.2,62.51,14.21,383.31,55.3,15.79
403.28,32.15,89.57,31.3,19.64,147.11,1.51,14.59
329.39,39.98,27.05,33.26,11.54,953.79,103.37,9.17
346.14,42.18,82.14,45.02,10.43,677.34,147.08,13.31
424.6,15.36,87.8,5.02,18.19,889.23,144.84,14.89
124.83,35.22,34.55,23.09,15.95,708.45,24.14,4.03
244.71,16.56,54.43,20.62,18.23,421.29,27.19,12.19
110.6,31.47,33.24,23.79,10.03,561.42,84.83,6.63
493.83,23.63,76.53,65.44,12.27,708.17,95.6,17.09
472.03,24.2,62.83,25.98,4.35,964.23,110.91,9.36
19.71,25.59,70.83,19.36,3.46,328.3,27.16,2.0
352.79,33.64,35.72,42.82,9.1,887.48,143.85,11.7
462.62,25.02,36.94,69.92,4.08,931.67,95.81,13.08
90.29,36.98,23.32,23.1,4.91,703.37,127.06,6.15
283.97,27.14,45.77,10.89,24.76,938.14,81.01,12.12
457.74,17.05,64.78,31.73,3.09,458.09,62.14,10.7
16.97,38.51,88.63,61.07,20.45,957.71,146.58,12.0
348.71,23.57,73.35,46.3,9.63,732.5,87.32,12.29
148.67,27.98,54.83,66.26,26.4,137.81,130.03,21.8
462.2,35.56,96.25,76.97,15.58,916.19,142.99,19.67
485.53,24.97,77.54,64.45,10.56,536.03,101.3,17.76
472.13,16.7,94.41,50.29,16.49,514.29,82.34,17.63
237.11,26.22,62.21,42.0,12.69,609.82,0.53,5.83
431.02,43.33,40.71,8.01,17.8,234.45,6.0,9.22
422.27,34.25,24.23,78.82,5.21,522.25,30.13,12.41
159.55,35.14,78.09,33.76,29.92,848.01,27.9,11.52
414.46,33.97,29.7,16.42,13.92,113.93,38.21,12.3
18.5,20.97,44.22,55.0,11.75,345.63,45.74,10.2
298.13,27.55,62.6,26.32,21.89,102.21,54.01,15.48
115.0,37.53,65.15,48.93,12.19,474.14,63.08,10.17
60.28,18.04,68.05,49.01,25.33,755.48,14.83,10.47
38.48,23.34,33.3,38.43,14.72,818.89,6.35,3.65
348.14,23.29,50.38,67.71,22.15,950.67,101.09,17.4
169.94,27.96,69.38,24.87,5.01,647.65,80.6,4.56
362.38,44.41,97.59,38.65,25.69,329.16,66.62,18.52
32.68,17.03,78.21,45.33,22.6,931.73,95.17,12.2
157.65,30.56,93.81,54.77,7.93,797.78,124.15,10.39
269.75,20.38,80.98,63.8,6.07,616.99,64.15,11.84
395.36,44.12,67.34,34.61,10.86,726.08,96.17,8.81
159.38,18.4,35.36,53.45,29.33,931.88,143.04,18.71
312.95,27.11,73.33,16.3,9.19,741.15,125.94,8.36
442.99,37.14,69.87,74.95,14.77,431.54,63.9,16.78
307.93,36.14,68.2,33.73,2.84,741.73,96.71,7.03
116.48,27.68,59.18,59.71,13.12,136.25,26.56,11.04
12.2,25.4,62.29,6.53,18.0,447.77,84.08,7.58
435.05,26.93,46.76,20.39,28.69,465.69,147.2,22.49
10.63,22.93,61.55,41.53,16.47,250.15,77.75,9.49
437.35,21.16,35.8,70.87,24.94,120.78,139.15,25.83
264.47,29.49,84.41,44.54,17.32,220.04,61.1,13.88
469.53,23.06,34.86,74.74,3.14,689.16,149.83,14.24
399.39,23.62,26.8,41.28,10.82,822.06,86.88,10.98
498.97,34.7,54.9,41.78,18.12,989.38,6.34,11.55
175.36,44.06,72.66,13.98,28.62,411.73,88.01,14.77
383.59,33.11,55.02,65.2,26.06,639.44,41.19,18.08
200.97,17.31,42.14,23.52,8.39,943.43,4.87,2.0
239.94,17.27,64.65,72.47,8.16,250.34,123.13,15.15
313.75,43.54,47.76,73.31,7.63,745.88,41.36,12.16
436.84,23.92,94.63,75.75,27.83,779.48,119.48,22.95
492.04,17.76,93.81,44.02,25.87,180.08,43.23,19.69
384.14,32.97,60.19,55.78,23.7,875.12,29.15,15.13
208.88,33.71,46.23,63.39,13.0,831.79,146.09,14.5
210.68,34.46,78.97,14.83,16.12,130.06,54.25,9.37
368.79,23.02,22.94,50.07,15.0,181.98,90.21,17.12
119.39,15.45,57.98,7.57,9.1,144.21,91.5,7.5
55.24,43.95,46.91,42.32,16.14,401.27,84.07,10.29
177.31,22.53,93.64,16.61,2.85,558.36,137.2,7.32
143.62,35.28,20.96,18.72,5.69,579.11,101.17,6.19
148.15,36.2,64.23,32.38,26.82,340.9,60.56,12.54
116.8,33.3,79.25,37.43,23.05,920.44,129.36,11.66
21.05,24.39,58.8,51.74,13.84,431.44,27.16,8.57
8.94,23.13,26.83,10.58,16.48,141.0,81.64,8.2
493.86,32.93,97.8,42.78,12.36,370.2,142.58,18.07
213.89,40.98,61.44,18.7,22.74,578.0,93.81,11.69
192.16,43.4,69.13,48.05,23.96,467.4,122.55,17.05
339.82,18.18,38.93,52.81,23.37,346.46,98.03,18.4
109.13,19.64,58.68,46.75,22.23,218.19,125.91,16.18
474.98,43.34,54.33,60.37,7.73,837.25,141.67,15.75
393.17,37.1,25.99,30.17,11.46,996.53,40.94,9.53
44.71,41.49,28.49,62.38,15.16,396.59,25.45,7.69
208.79,21.08,87.0,37.46,11.26,443.46,72.6,12.5
439.56,32.63,39.19,41.31,23.14,656.23,105.28,18.33
472.37,36.03,35.6,53.61,11.22,746.6,34.08,10.63
233.7,35.4,60.39,6.38,5.87,452.83,0.62,2.96
306.71,27.24,81.5,54.05,13.17,914.44,51.44,10.11
83.52,15.46,24.96,51.39,29.44,604.0,145.33,18.81
495.58,32.49,66.14,28.24,8.32,505.35,104.25,13.08
115.84,22.59,29.54,11.43,19.14,682.01,60.2,7.99
471.37,28.51,22.92,11.82,14.12,957.52,28.89,7.77
324.82,43.73,24.22,74.24,3.99,815.1,53.41,10.09
303.87,26.97,86.73,56.7,15.66,136.01,25.48,12.31
256.34,40.19,29.44,14.53,21.66,399.08,15.95,8.29
115.33,20.66,23.61,31.75,16.37,523.49,136.01,12.75
88.26,35.17,55.03,49.44,26.42,383.07,149.65,19.14
110.24,44.31,87.52,67.67,10.09,730.17,24.62,6.02
93.22,18.06,40.99,8.27,4.41,843.64,8.18,2.0
389.79,15.25,53.74,22.75,28.22,758.21,49.46,17.02
175.06,28.01,23.19,71.73,12.59,990.4,69.25,11.16
28.92,17.78,55.93,5.69,18.14,345.29,30.72,5.82
484.55,37.45,66.21,20.1,24.18,887.49,45.21,12.42
441.89,42.44,65.67,76.93,11.08,789.96,30.13,9.94
463.88,28.02,46.59,51.01,22.05,425.96,116.14,19.98
497.45,22.76,45.24,24.63,5.79,760.71,106.89,12.97
86.95,28.03,28.53,10.02,10.16,193.67,95.24,5.95
198.12,36.7,49.34,7.11,6.05,810.4,58.08,3.75
379.12,15.27,27.96,23.36,24.71,579.1,136.36,17.44
348.01,32.68,81.33,71.11,8.23,363.06,145.43,16.65
76.95,33.4,97.3,36.19,22.09,690.2,26.05,9.24
407.92,34.13,97.61,59.03,28.41,677.46,33.45,16.92
112.22,22.26,89.21,73.87,16.78,288.54,78.84,14.56
111.91,36.42,68.06,35.6,17.12,127.36,13.69,8.24
268.49,17.74,76.07,19.35,14.91,490.26,65.47,11.41
296.47,20.98,42.82,43.78,11.12,612.56,87.27,12.12
290.04,41.32,70.46,73.11,15.32,888.94,78.31,13.14
45.74,37.16,56.45,65.33,18.88,935.4,49.64,10.78
438.73,15.41,58.56,9.94,29.61,575.92,81.37,18.71
132.8,22.45,80.62,56.94,28.26,778.42,143.82,17.13
64.76,21.43,42.55,47.89,26.14,495.37,30.9,12.03
444.37,23.12,45.44,73.06,26.9,771.47,98.22,21.52
477.83,22.43,93.97,14.19,15.1,284.32,6.51,11.69
431.06,16.88,24.5,45.05,20.41,433.96,9.96,18.06
404.76,28.77,58.85,70.96,27.06,670.81,82.77,20.85
327.62,36.98,93.02,35.75,13.0,116.34,15.74,8.2
275.43,33.2,68.83,41.15,28.93,750.22,3.35,12.37
43.49,35.19,63.71,10.28,13.64,851.98,25.73,2.0
204.23,17.43,39.98,25.86,18.83,459.23,84.73,12.01
186.34,43.54,47.46,29.34,21.87,503.15,105.5,10.44
129.88,40.15,88.16,75.88,28.62,866.15,30.37,12.73
361.71,39.15,64.74,26.2,8.85,798.09,100.24,7.65
247.94,39.69,61.18,39.57,22.89,359.33,27.37,13.03
40.52,42.98,27.97,55.35,16.58,391.58,92.02,10.81
110.09,31.33,21.28,17.16,9.52,710.99,61.79,4.78
341.63,21.01,97.09,41.48,23.74,606.88,98.07,17.07
38.07,33.5,50.16,60.39,17.46,246.01,149.26,13.15
425.6,37.29,68.26,70.01,20.51,378.94,140.67,22.03
247.57,37.14,26.38,51.97,11.04,909.98,0.64,8.57
240.29,30.64,74.65,55.18,15.48,719.36,132.82,14.83
296.2,17.05,94.61,14.47,19.29,987.38,9.97,7.44
412.34,26.13,66.05,75.93,13.34,790.31,142.96,16.46
173.9,42.62,30.09,14.94,7.55,947.78,42.27,2.0
339.01,32.53,66.54,63.1,28.93,294.57,57.31,20.29
282.87,31.15,81.31,24.86,16.32,794.34,13.75,9.05
133.51,23.07,52.51,75.02,22.55,118.2,16.84,15.26
439.31,26.05,90.39,59.0,13.51,703.68,109.01,17.24
398.71,41.86,71.89,61.54,11.94,522.35,141.65,17.42
329.23,34.99,91.94,21.43,13.4,412.08,91.61,12.22
425.29,38.62,69.88,38.23,13.46,876.16,107.38,12.22
433.65,28.63,30.5,51.34,17.24,868.84,114.3,16.52
354.18,33.91,44.78,62.75,17.22,120.07,39.42,14.74
418.51,22.45,36.14,12.8,15.92,648.55,6.78,9.45
348.74,36.16,92.71,77.18,5.77,431.05,0.28,10.3
340.07,27.83,80.83,71.77,15.89,474.09,52.6,17.23
309.31,28.28,74.11,25.28,6.73,848.84,36.22,4.09
376.36,34.48,44.08,66.71,5.53,378.86,9.35,10.63
79.3,43.09,34.72,43.87,28.11,948.74,26.93,11.44
440.44,16.92,80.52,39.64,18.94,261.67,18.67,16.17
435.92,39.74,57.93,28.58,20.47,696.45,137.23,17.7
14.62,23.77,38.06,48.57,13.25,704.89,21.04,6.28
412.91,28.32,69.33,59.74,27.45,326.98,80.65,22.64
64.43,15.66,23.23,35.82,19.86,392.28,88.97,10.69
167.56,24.03,46.09,52.19,23.54,851.32,81.52,11.92
371.75,30.08,57.48,57.45,12.32,785.62,14.86,10.42
80.38,16.69,31.84,58.33,28.88,396.19,47.82,12.88
408.98,29.73,98.77,8.9,24.97,580.56,7.69,13.56
416.07,42.81,36.73,69.48,25.91,155.51,59.35,21.94
253.73,18.16,30.43,39.37,6.82,287.87,28.29,7.9
3.19,37.93,36.28,24.68,9.59,537.24,84.24,4.26
143.52,27.29,81.52,23.13,10.0,177.38,103.92,9.5
308.46,34.66,54.04,41.23,9.59,859.0,79.82,9.37
490.59,22.81,65.23,71.51,25.95,746.21,65.14,20.8
315.91,19.78,21.68,33.38,2.89,949.27,58.1,6.63
129.9,19.81,22.75,61.23,4.13,724.12,126.25,9.25
317.0,17.11,55.67,12.26,9.67,946.36,32.91,6.93
269.99,20.57,85.33,40.7,7.6,599.06,110.13,11.48
389.92,34.93,90.82,79.38,8.49,640.2,113.62,14.68
53.49,41.45,26.94,62.78,24.34,979.27,62.88,12.47
380.51,39.42,63.07,20.79,17.77,677.92,44.6,9.06
270.63,35.55,93.06,42.61,2.16,127.71,70.58,8.65
481.5,18.31,51.04,22.52,14.02,751.42,13.98,11.73
170.94,23.68,86.37,35.72,13.42,914.92,6.89,4.68
316.31,24.29,30.7,63.51,5.19,816.02,16.74,8.2
466.01,22.5,94.83,62.84,20.93,625.45,28.07,17.49
51.25,30.45,80.11,22.11,21.66,704.17,75.63,7.77
468.61,31.07,95.31,74.17,22.19,991.17,127.37,20.22
343.94,25.71,74.13,49.44,22.4,181.6,35.35,16.17
33.92,25.61,49.07,33.49,2.0,700.52,140.27,4.75
150.48,39.86,95.05,42.65,28.71,355.06,143.24,20.8
354.09,38.68,42.05,50.38,24.8,676.08,143.84,18.22
33.68,24.23,46.57,46.99,27.31,646.86,125.63,16.26
291.09,42.41,76.06,41.48,2.44,238.11,54.57,7.18
172.94,43.58,81.23,42.87,28.15,286.07,10.9,11.68
310.46,24.8,94.35,18.23,24.67,659.47,85.32,14.41
22.87,25.63,36.38,65.95,25.44,215.41,83.8,16.51
435.77,30.17,83.84,45.63,4.61,338.66,127.5,15.14
486.74,43.23,79.08,14.83,22.69,851.72,149.4,18.71
484.44,41.29,25.1,62.46,28.88,394.38,76.22,25.31
374.83,18.08,50.98,74.93,21.0,539.25,51.78,18.28
65.04,26.78,42.62,76.05,17.98,947.03,27.89,8.54
379.13,31.6,44.36,32.68,28.48,304.43,0.72,16.04
12.29,30.09,98.64,15.16,14.4,450.66,76.37,5.87
11.06,20.82,71.42,43.88,18.78,645.81,83.33,11.07
161.81,40.76,77.41,13.45,15.34,779.81,123.74,7.11
244.32,35.31,98.13,75.05,28.12,911.49,75.69,19.97
385.2,40.14,50.18,18.77,4.13,923.93,137.47,9.55
341.65,40.76,84.15,23.96,16.03,798.98,94.21,9.17
222.95,37.45,54.76,35.5,21.23,305.5,126.05,14.71
136.81,28.18,89.56,33.74,24.17,122.33,22.25,13.18
498.56,33.32,34.45,64.6,18.32,445.4,128.3,22.16
213.09,19.81,95.81,39.22,27.45,227.39,101.27,16.57
225.69,35.21,37.5,17.81,28.38,739.35,25.53,11.9
81.81,20.38,46.1,25.04,3.8,695.02,28.46,2.0
397.4,35.82,80.5,43.18,13.27,139.57,138.98,17.16
346.84,21.89,51.5,16.06,2.66,852.93,4.83,4.44
110.38,18.53,68.66,50.87,11.22,323.87,69.38,9.55
41.19,19.96,55.57,47.43,17.03,489.0,47.02,7.49
340.25,15.06,79.39,58.6,27.5,701.14,99.76,20.03
327.26,36.56,38.27,75.33,25.7,486.48,125.94,20.47
136.63,36.97,24.68,73.42,5.57,497.16,54.06,8.95
475.43,30.45,43.99,75.96,4.6,159.07,64.04,14.16
75.53,19.84,57.94,23.35,18.5,461.3,147.29,11.6
216.17,17.51,33.44,14.87,16.9,788.36,117.59,8.6
471.81,15.57,48.38,27.67,9.46,923.66,134.58,13.72
209.86,19.97,52.0,72.13,27.18,472.15,65.81,17.99
319.26,41.73,24.59,77.9,27.97,481.23,35.11,16.78
198.8,22.25,66.66,69.45,13.27,732.36,61.78,11.85
137.11,25.63,90.75,13.25,26.93,948.49,107.41,13.0
491.99,18.16,32.14,76.06,12.75,340.35,16.41,16.06
204.67,21.67,67.82,36.75,22.63,496.13,40.57,12.81
447.05,30.58,73.18,5.7,15.33,816.38,7.0,8.34
114.98,33.23,53.55,38.18,5.43,648.72,64.85,3.57
106.55,22.36,76.09,8.46,27.98,199.53,124.12,17.58
15.57,16.73,52.86,45.79,14.71,664.96,3.7,5.13
325.83,26.73,60.37,30.39,22.57,268.07,101.3,17.65
184.26,22.03,20.59,40.51,12.28,559.19,139.87,13.48
432.18,21.59,75.34,50.99,2.53,576.19,35.54,9.32
236.6,43.8,72.91,70.16,4.81,888.58,104.05,9.99
484.1,33.49,23.07,54.64,15.89,516.24,146.27,19.6
92.76,31.71,49.46,37.55,21.32,351.5,144.34,12.94
434.31,27.47,98.32,66.46,11.37,307.87,35.24,14.22
388.3,27.87,53.66,72.92,21.47,886.83,15.05,14.1
385.46,31.23,60.16,13.98,21.56,253.91,22.24,12.21
422.39,35.89,92.79,44.89,21.71,483.28,105.31,16.45
380.51,36.06,77.38,26.34,15.79,268.46,108.86,16.17
313.11,20.15,66.57,8.53,27.62,795.97,101.14,16.82
65.62,30.0,83.82,55.14,15.7,526.94,50.41,10.47
16.26,27.36,89.15,69.71,14.61,416.03,25.47,10.44
460.42,41.12,56.55,17.22,7.58,424.99,87.11,10.25
308.33,33.94,58.01,65.93,10.61,866.99,72.55,10.59
398.27,30.98,50.88,69.0,3.19,598.4,109.33,12.11
240.76,18.46,97.34,73.58,19.74,746.08,66.2,15.92
58.65,33.17,75.77,24.9,8.96,907.33,50.8,3.02
62.59,18.52,26.66,72.8,10.52,911.57,44.02,7.54
342.78,25.12,89.04,29.05,23.58,395.66,31.72,15.7
215.15,19.29,58.44,46.43,11.16,957.21,39.86,8.14
100.26,35.76,25.5,8.79,8.78,122.39,14.22,2.57
245.8,21.19,63.98,8.29,6.73,439.15,52.03,5.16
32.1,26.76,53.37,59.03,23.7,906.22,5.49,9.57
290.99,41.87,90.22,38.34,5.63,347.17,27.96,8.29
134.5,21.13,36.32,24.22,14.71,345.77,112.02,11.81
398.78,30.23,86.12,19.28,16.19,372.36,48.82,14.42
155.18,27.58,64.62,55.25,21.25,651.08,100.24,16.17
227.61,15.54,24.37,5.03,19.73,494.5,107.53,12.8
5.81,38.78,97.75,65.44,24.7,754.06,87.18,11.49
36.22,17.07,61.01,10.94,3.25,905.42,143.8,2.26
196.25,29.23,43.27,19.36,10.3,706.78,3.22,3.47
239.97,31.82,57.55,33.97,9.84,284.02,110.8,12.37
300.01,33.85,88.63,41.36,6.09,939.41,143.82,12.43
145.83,35.66,44.39,31.62,10.1,338.04,129.34,10.79
347.49,22.6,35.41,29.05,10.67,234.9,25.18,11.61
430.06,15.3,30.33,77.29,16.61,180.97,49.02,18.63
389.93,36.7,43.83,53.12,20.58,607.05,25.87,14.82
19.81,31.07,82.4,6.76,12.67,202.39,90.2,7.51
240.25,40.08,57.73,37.26,22.15,224.9,106.83,13.33
52.47,39.64,38.2,70.63,11.41,370.03,47.56,8.38
121.02,40.3,33.29,27.61,10.13,353.49,80.93,8.52
493.33,29.55,46.62,12.09,17.15,643.82,103.64,14.79
71.25,25.01,95.19,61.88,2.66,835.07,63.2,3.45
249.44,38.75,47.44,50.45,4.23,785.21,128.1,6.39
309.08,28.54,99.05,47.77,13.7,336.24,115.73,14.67
351.23,20.5,58.82,9.02,28.4,320.78,9.7,13.92
279.82,40.65,34.33,15.54,22.2,969.21,93.17,9.97
4.89,41.48,91.29,51.69,4.47,107.41,35.3,4.85
163.23,28.99,56.83,20.59,25.7,891.75,83.63,12.03
258.86,17.27,76.77,42.81,22.5,279.76,143.53,19.75
43.93,26.63,98.7,45.87,19.11,952.56,131.86,8.32
175.31,39.11,24.01,26.26,24.97,408.08,60.68,10.73
16.6,42.05,27.74,76.13,13.32,496.32,43.73,8.3
39.29,21.1,77.64,68.18,8.2,736.41,35.16,7.01
198.46,17.01,42.55,59.18,16.34,628.9,79.88,13.85
66.36,41.32,34.74,10.85,17.37,386.15,17.14,5.58
283.77,26.68,23.15,12.96,17.07,598.45,82.39,10.38
344.73,31.25,21.75,41.96,17.82,757.64,0.2,9.79
400.29,44.04,81.96,17.05,28.56,138.1,48.58,15.68
100.08,17.0,30.75,78.37,27.26,110.08,32.99,18.26
83.74,34.45,57.42,16.89,26.52,512.26,145.68,12.84
52.28,17.22,68.47,41.56,24.44,218.65,109.09,16.31
318.22,26.26,54.27,32.31,28.42,697.91,52.45,15.55
353.24,39.11,22.17,52.95,4.76,292.65,13.93,8.58
15.79,28.0,82.68,14.68,9.42,489.57,77.52,3.66
468.11,44.92,20.84,37.27,15.86,277.9,32.02,11.85
25.99,31.77,80.95,25.6,25.7,593.64,80.46,9.91
